date;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;wine type;sulphates;alcohol;quality;store type
02-04-2022;69;45;11;24;43;6;12;;33;red;65;114;medium;store
02-04-2022;76;48;31;28;7;4;15;;322;red;55;103;medium;bar
02-04-2022;75;685;7;25;58;5;9;;338;red;55;109;low;restaurant
02-04-2022;101;43;4;26;92;13;52;99834;322;red;64;10;high;restaurant
03-04-2022;106;36;59;22;152;6;18;;304;red;105;94;medium;restaurant
03-04-2022;92;46;23;26;91;18;77;;315;white;51;94;medium;store
03-04-2022;89;62;18;38;176;52;145;9986;316;red;88;92;medium;store
03-04-2022;72;58;54;21;114;3;9;;333;red;57;103;low;bar
03-04-2022;72;63;0;19;97;14;38;;337;red;58;9;medium;store
03-04-2022;83;31;39;24;78;17;43;;331;red;77;125;high;restaurant
03-04-2022;73;;0;12;65;15;21;9946;339;red;47;10;high;bar
03-04-2022;76;62;32;22;82;7;54;;336;red;52;94;medium;store
04-04-2022;7;43;3;2;85;6;39;;333;red;46;119;medium;restaurant
04-04-2022;102;;49;26;59;5;13;;305;red;74;105;high;bar
04-04-2022;77;18;34;27;66;15;58;;337;red;78;118;medium;restaurant
04-04-2022;74;59;8;44;86;6;29;;338;red;5;9;low;store
04-04-2022;75;58;3;41;8;27;46;;302;red;47;92;medium;restaurant
05-04-2022;78;52;25;19;81;14;38;9984;343;red;65;9;medium;store
05-04-2022;64;865;3;32;71;27;58;;361;white;49;127;medium;restaurant
05-04-2022;72;38;31;2;56;15;29;;323;red;76;113;high;restaurant
05-04-2022;82;23;42;19;69;9;17;99376;321;red;54;123;medium;store
05-04-2022;108;29;42;16;84;19;27;;328;white;73;119;medium;restaurant
05-04-2022;77;965;1;21;112;11;22;;326;white;5;95;medium;bar
05-04-2022;83;102;2;34;84;6;11;;348;red;49;11;low;bar
06-04-2022;94;685;26;24;82;23;143;9978;328;red;55;94;medium;bar
06-04-2022;91;28;48;18;67;26;46;9967;332;white;104;106;medium;bar
07-04-2022;69;58;2;175;58;8;22;99322;338;white;49;117;medium;bar
07-04-2022;105;24;42;18;77;6;22;;321;red;105;108;high;restaurant
07-04-2022;82;39;38;15;58;10;29;;326;white;74;98;medium;bar
07-04-2022;98;44;47;25;63;9;28;9981;324;white;65;108;medium;bar
07-04-2022;81;82;0;41;95;5;14;99854;336;white;53;96;medium;restaurant
07-04-2022;109;32;52;18;132;17;44;99734;328;red;77;115;medium;bar
07-04-2022;66;44;15;21;76;22;53;;332;white;62;93;medium;store
07-04-2022;69;57;0;28;81;21;41;99518;341;red;52;108;medium;store
07-04-2022;122;45;49;14;75;3;6;;313;white;63;104;medium;store
08-04-2022;125;46;49;45;7;26;49;;305;red;57;96;low;store
08-04-2022;71;56;14;16;78;7;18;99592;327;red;62;93;medium;restaurant
08-04-2022;79;31;32;19;66;14;36;;341;white;56;126;medium;restaurant
09-04-2022;105;39;46;22;75;14;27;;306;white;84;114;medium;store
09-04-2022;94;34;37;22;75;5;13;;322;red;62;92;medium;restaurant
10-04-2022;129;35;49;58;66;5;35;;32;white;66;12;high;bar
10-04-2022;106;5;45;26;119;34;68;;323;red;72;109;medium;store
10-04-2022;77;;8;25;114;14;46;;324;white;66;96;medium;store
10-04-2022;107;4;48;21;125;15;49;;303;red;81;97;medium;bar
10-04-2022;88;66;26;17;74;4;23;;315;red;74;92;medium;bar
11-04-2022;79;34;42;2;86;8;19;99546;335;red;6;114;medium;store
11-04-2022;76;46;11;26;79;12;49;;321;white;57;10;medium;bar
11-04-2022;76;54;13;25;97;24;66;;339;white;61;94;medium;bar
12-04-2022;66;8;3;78;79;6;12;;352;red;5;122;medium;store
12-04-2022;10;32;59;22;77;3;15;;32;white;78;96;medium;restaurant
12-04-2022;96;42;35;21;83;17;38;;323;white;66;111;medium;bar
12-04-2022;77;6;6;2;79;19;41;;339;red;62;101;medium;restaurant
13-04-2022;82;1;9;23;65;7;37;;332;red;55;9;medium;bar
13-04-2022;74;;24;18;66;18;47;9956;337;white;62;104;medium;bar
13-04-2022;76;645;3;19;86;14;57;9969;337;white;46;103;medium;store
13-04-2022;65;53;6;2;63;29;44;99489;338;red;83;103;medium;store
13-04-2022;75;42;32;27;67;7;25;;324;red;44;104;medium;store
13-04-2022;71;6;1;23;79;24;37;;34;white;61;109;medium;bar
14-04-2022;99;63;24;24;77;6;33;;309;red;57;94;medium;store
14-04-2022;79;6;6;16;69;15;59;;33;red;46;94;medium;bar
14-04-2022;69;58;1;19;8;40;54;;34;white;73;97;medium;store
14-04-2022;10;35;47;2;61;6;11;;323;white;52;12;medium;restaurant
14-04-2022;9;785;24;17;78;10;21;;329;white;67;10;medium;restaurant
14-04-2022;74;52;13;24;78;34;61;;343;red;59;108;medium;store
15-04-2022;89;4;32;56;87;10;47;9991;338;white;77;105;high;bar
15-04-2022;8;42;17;2;73;6;18;;329;white;61;92;medium;bar
15-04-2022;81;87;0;33;96;26;61;100025;36;white;72;98;low;restaurant
16-04-2022;69;67;6;21;8;8;33;;368;red;71;96;medium;bar
16-04-2022;103;5;42;2;69;21;51;;316;red;72;115;medium;restaurant
16-04-2022;88;3;38;23;6;19;72;;339;red;72;118;medium;store
16-04-2022;67;76;2;18;78;6;12;;355;red;63;995;low;restaurant
16-04-2022;63;98;1;2;57;15;33;;36;white;46;112;medium;store
17-04-2022;112;66;24;25;85;16;53;;306;white;72;11;medium;restaurant
17-04-2022;77;26;26;2;52;19;77;9951;315;red;79;109;medium;bar
17-04-2022;93;41;39;22;64;12;31;;326;red;65;102;medium;store
17-04-2022;66;705;7;16;76;6;15;;344;white;58;107;medium;bar
17-04-2022;76;49;33;19;74;27;85;;341;white;58;9;medium;store
17-04-2022;89;4;32;56;87;10;47;;338;white;77;105;high;restaurant
17-04-2022;68;67;0;19;8;22;39;;34;red;74;97;medium;restaurant
17-04-2022;106;31;49;25;67;6;21;;326;red;86;107;medium;restaurant
18-04-2022;76;9;6;25;79;5;10;;339;white;56;98;medium;store
18-04-2022;8;725;24;28;83;10;62;;335;white;56;10;medium;bar
18-04-2022;78;57;9;23;65;34;45;;346;white;74;127;high;restaurant
18-04-2022;75;63;27;2;83;17;91;;326;red;58;98;medium;bar
18-04-2022;75;41;15;37;104;29;94;99786;314;white;58;91;medium;store
19-04-2022;74;58;0;2;64;7;11;;345;white;58;113;medium;restaurant
19-04-2022;84;25;39;2;41;4;10;;327;red;71;125;high;store
19-04-2022;91;36;39;18;6;21;55;;318;red;82;11;high;store
20-04-2022;10;32;59;22;77;3;15;9994;32;red;78;96;medium;store
20-04-2022;104;24;49;18;75;6;20;;318;red;106;11;medium;bar
20-04-2022;71;;17;18;82;27;51;;349;white;64;104;medium;bar
20-04-2022;10;49;2;11;71;13;50;;316;red;69;92;medium;store
20-04-2022;7;59;0;17;52;3;8;;341;red;47;103;medium;restaurant
20-04-2022;6;31;47;36;67;18;42;;339;red;66;11;medium;restaurant
20-04-2022;95;37;52;2;82;6;26;;318;white;51;95;medium;restaurant
20-04-2022;13;47;49;43;85;6;47;;33;red;68;127;medium;store
20-04-2022;91;34;42;18;58;9;18;;318;red;55;114;medium;bar
21-04-2022;76;29;49;27;92;25;60;;331;white;61;101;medium;restaurant
21-04-2022;96;54;42;24;81;25;52;;32;white;71;114;medium;restaurant
21-04-2022;85;46;31;225;78;32;58;;333;red;54;98;medium;restaurant
21-04-2022;68;67;15;18;118;13;20;9954;342;white;67;113;medium;bar
21-04-2022;66;5;4;21;68;6;14;;339;white;64;94;medium;bar
21-04-2022;89;32;31;2;88;12;19;;317;red;55;104;medium;restaurant
22-04-2022;126;39;49;25;8;8;20;;307;red;82;103;medium;store
22-04-2022;86;52;38;15;96;5;18;;32;red;52;94;medium;store
22-04-2022;83;625;2;15;8;27;119;9972;316;white;112;91;low;store
22-04-2022;108;45;33;25;99;20;38;;324;red;71;108;medium;restaurant
22-04-2022;62;65;6;16;5;6;18;;357;red;54;1195;medium;restaurant
22-04-2022;64;69;0;165;55;7;12;99162;347;red;53;129;medium;store
23-04-2022;72;73;2;25;76;16;42;9972;344;red;52;93;medium;bar
23-04-2022;78;6;26;2;8;31;131;;321;white;52;99;medium;restaurant
23-04-2022;89;635;37;17;263;5;62;;3;red;109;93;medium;restaurant
24-04-2022;68;65;2;21;78;8;15;;335;red;62;104;medium;store
24-04-2022;75;51;2;17;84;13;31;99538;336;red;54;105;medium;store
24-04-2022;71;63;6;2;83;8;29;99855;367;red;73;96;medium;bar
24-04-2022;8;715;22;23;75;13;81;;324;red;54;95;medium;bar
24-04-2022;72;695;13;2;76;12;20;;329;white;54;101;medium;bar
24-04-2022;73;66;0;2;84;6;23;;361;white;96;99;medium;store
24-04-2022;87;84;0;14;65;24;33;;327;white;55;97;medium;store
24-04-2022;72;25;37;25;63;11;41;;352;red;8;124;high;store
24-04-2022;68;64;0;27;123;15;33;;344;white;63;113;medium;bar
25-04-2022;52;645;0;215;8;15;28;;378;red;61;125;medium;store
25-04-2022;7;55;13;22;75;15;35;;336;white;59;97;medium;restaurant
25-04-2022;61;59;1;21;56;5;13;;352;white;56;114;medium;store
25-04-2022;78;32;44;27;104;8;17;;333;red;78;11;high;restaurant
26-04-2022;69;48;2;19;82;9;23;99585;339;white;43;905;low;restaurant
26-04-2022;89;595;41;79;86;30;109;;327;red;57;93;medium;bar
26-04-2022;72;415;36;2;81;13;45;;348;white;64;92;medium;bar
27-04-2022;83;6;25;22;118;9;38;;315;white;53;98;medium;restaurant
27-04-2022;74;64;7;18;1;8;23;;33;white;58;96;medium;restaurant
27-04-2022;65;58;0;22;96;3;13;;362;white;62;115;low;bar
27-04-2022;75;4;12;3;92;29;53;;337;red;7;103;medium;restaurant
27-04-2022;69;36;25;24;98;5;16;9964;341;red;6;101;medium;bar
27-04-2022;74;47;46;22;114;7;20;;332;red;63;105;medium;bar
27-04-2022;69;44;0;14;7;32;38;99438;332;red;58;114;medium;store
27-04-2022;82;34;38;25;8;12;57;;33;red;47;9;medium;bar
27-04-2022;63;51;13;23;76;29;40;;342;white;75;11;medium;store
28-04-2022;98;5;34;23;94;10;45;;324;red;6;97;high;store
28-04-2022;123;39;63;23;91;6;18;;316;white;49;95;medium;restaurant
28-04-2022;59;645;12;2;75;32;44;;357;red;71;102;medium;restaurant
28-04-2022;77;53;6;17;74;9;39;;335;white;48;98;medium;restaurant
28-04-2022;87;41;41;62;78;25;42;;324;white;77;126;high;restaurant
01-05-2022;71;47;0;22;67;7;14;;34;red;58;109;low;bar
01-05-2022;95;57;27;23;82;23;144;;327;white;55;94;medium;bar
01-05-2022;68;41;31;88;84;26;45;;338;red;64;101;medium;store
01-05-2022;73;35;24;2;67;28;48;;343;red;54;10;low;restaurant
01-05-2022;88;41;64;22;93;9;42;;354;white;66;105;medium;restaurant
02-05-2022;99;32;56;2;73;3;8;;315;white;73;114;medium;restaurant
02-05-2022;72;45;15;2;78;10;28;;329;red;51;99;medium;restaurant
03-05-2022;94;;33;23;61;52;73;;347;white;9;102;medium;bar
03-05-2022;56;66;0;22;87;3;11;;371;white;63;128;high;store
03-05-2022;79;69;21;21;8;33;141;9962;325;white;51;99;medium;store
03-05-2022;63;76;0;29;72;26;52;99379;351;red;6;115;medium;restaurant
03-05-2022;54;42;27;2;92;23;55;;378;red;64;123;high;bar
03-05-2022;6;49;0;23;68;15;33;;358;red;59;125;medium;restaurant
04-05-2022;82;33;39;25;74;29;48;;332;white;88;124;high;bar
04-05-2022;143;31;74;18;75;6;15;;286;white;79;84;medium;restaurant
05-05-2022;72;39;44;26;66;22;48;;33;red;84;115;medium;restaurant
05-05-2022;77;28;3;2;62;18;34;9952;328;red;9;113;high;restaurant
05-05-2022;66;39;49;17;7;23;149;;312;white;5;115;medium;store
05-05-2022;97;69;32;25;88;22;91;9979;329;white;62;101;medium;bar
06-05-2022;78;6;26;2;8;31;131;;321;white;52;99;medium;bar
06-05-2022;107;;39;22;106;8;32;9986;289;red;5;96;medium;bar
06-05-2022;84;36;32;22;81;32;79;;33;red;72;11;medium;restaurant
06-05-2022;67;46;24;17;77;18;34;;339;red;6;106;medium;restaurant
07-05-2022;95;735;1;21;79;6;31;;323;white;56;101;medium;bar
07-05-2022;72;63;0;19;97;14;38;;337;white;58;9;medium;bar
07-05-2022;81;56;28;17;368;16;56;;311;red;128;93;medium;store
07-05-2022;76;685;23;23;111;20;84;9964;321;red;61;93;medium;restaurant
07-05-2022;89;35;4;36;11;12;24;;323;white;7;12;high;bar
07-05-2022;9;47;31;27;84;24;125;;331;white;61;94;medium;store
08-05-2022;79;33;41;15;56;6;35;;329;white;71;11;medium;bar
08-05-2022;78;55;35;22;74;21;66;;325;white;56;92;medium;restaurant
08-05-2022;87;69;31;3;86;23;81;;348;red;74;116;medium;restaurant
08-05-2022;104;44;73;655;74;38;76;;317;white;85;12;high;restaurant
08-05-2022;75;;48;26;73;22;84;;332;red;7;96;low;restaurant
09-05-2022;74;1185;0;425;97;5;14;;363;red;54;107;low;bar
09-05-2022;85;585;18;21;78;5;30;;32;red;48;98;medium;store
10-05-2022;77;75;27;38;11;34;89;99664;324;white;45;93;medium;store
10-05-2022;89;75;14;25;86;9;30;;334;red;64;105;medium;restaurant
10-05-2022;72;36;46;21;74;24;44;;34;white;85;11;high;store
11-05-2022;75;52;11;15;79;11;39;;342;red;58;96;medium;bar
11-05-2022;75;63;27;2;83;17;91;99616;326;white;58;98;medium;bar
11-05-2022;56;605;5;24;73;19;25;;356;white;55;129;medium;restaurant
11-05-2022;102;44;58;41;92;11;24;;329;white;99;12;high;restaurant
12-05-2022;73;52;32;21;7;51;70;;334;white;82;129;medium;bar
12-05-2022;74;49;19;3;77;16;37;;337;red;51;105;medium;store
12-05-2022;75;71;0;16;92;22;31;99635;338;white;58;10;medium;store
13-05-2022;77;61;18;24;83;6;20;9963;329;white;6;102;medium;restaurant
13-05-2022;8;745;56;2;118;30;134;;324;red;66;94;medium;restaurant
13-05-2022;72;56;26;2;83;13;100;;326;white;52;99;medium;restaurant
13-05-2022;67;28;28;24;12;36;100;;326;red;39;117;high;restaurant
13-05-2022;99;5;24;23;103;6;14;;334;white;52;10;low;store
13-05-2022;10;44;49;27;77;11;19;9963;323;white;63;116;high;bar
14-05-2022;71;875;5;57;82;3;14;;34;white;52;102;low;bar
14-05-2022;9;54;49;29;94;41;110;;308;white;61;92;medium;restaurant
14-05-2022;68;68;21;21;7;9;23;99546;338;red;6;103;medium;restaurant
14-05-2022;55;49;3;18;44;28;87;;35;red;82;14;high;bar
15-05-2022;103;53;48;25;63;6;25;;312;red;59;93;medium;bar
15-05-2022;74;49;27;21;71;14;25;;335;white;63;12;medium;store
16-05-2022;81;785;52;2;122;37;153;;321;red;69;93;medium;store
16-05-2022;7;54;9;2;81;10;16;99479;343;red;59;115;medium;restaurant
16-05-2022;63;57;28;21;48;13;49;;341;white;6;128;medium;bar
16-05-2022;91;765;4;16;78;4;14;;329;red;54;97;low;store
16-05-2022;10;43;33;27;95;28;89;9984;322;white;68;10;medium;bar
17-05-2022;97;66;34;26;94;12;88;;326;red;66;101;medium;bar
17-05-2022;103;27;24;21;72;15;33;;322;white;66;128;medium;store
17-05-2022;8;18;37;9;49;36;109;;289;white;44;127;medium;restaurant
17-05-2022;82;73;21;17;74;5;13;9968;32;white;52;95;medium;store
17-05-2022;72;57;5;23;81;16;36;;338;white;6;103;medium;restaurant
18-05-2022;73;49;1;26;68;4;14;;33;white;47;105;medium;bar
18-05-2022;9;45;49;26;84;21;75;;335;red;57;97;medium;store
18-05-2022;62;6;8;2;9;32;44;;345;white;58;105;medium;bar
18-05-2022;92;41;5;25;55;12;25;;334;white;79;133;high;bar
19-05-2022;54;74;0;12;41;16;46;99258;401;white;59;125;medium;bar
19-05-2022;104;44;42;15;145;34;48;;338;white;86;99;low;restaurant
19-05-2022;94;615;28;32;87;18;72;;331;red;53;97;medium;restaurant
19-05-2022;81;78;1;33;9;4;13;;336;red;49;95;medium;store
19-05-2022;71;53;7;17;71;15;24;9951;329;red;66;108;medium;store
19-05-2022;98;66;39;32;83;21;59;;337;white;71;115;high;store
19-05-2022;94;685;11;27;77;6;31;;319;white;7;101;medium;restaurant
19-05-2022;68;;7;16;7;16;61;;329;white;6;93;medium;bar
19-05-2022;81;67;55;18;117;32;141;;317;red;62;94;medium;restaurant
19-05-2022;95;885;27;23;84;31;145;;324;red;53;94;medium;bar
20-05-2022;78;61;29;16;114;9;29;;326;red;156;91;medium;store
20-05-2022;77;6;0;26;55;7;13;;338;red;56;108;medium;store
20-05-2022;69;41;33;22;81;22;36;;341;red;75;111;medium;restaurant
20-05-2022;65;67;0;43;57;11;20;;345;white;56;118;low;store
20-05-2022;66;57;2;21;115;6;16;;338;red;69;95;medium;restaurant
20-05-2022;7;69;7;25;91;15;21;99572;338;red;6;113;medium;bar
21-05-2022;69;49;1;23;74;12;30;;342;white;58;102;medium;bar
21-05-2022;88;;39;2;1;20;27;;315;red;69;112;medium;restaurant
21-05-2022;85;655;49;61;122;34;151;;331;white;114;93;medium;bar
21-05-2022;115;35;49;33;7;10;37;;332;white;91;11;medium;bar
21-05-2022;83;845;1;22;7;5;14;;332;red;58;11;low;store
21-05-2022;88;4;4;22;79;19;52;;344;white;64;92;medium;restaurant
21-05-2022;87;63;28;27;96;17;69;99734;326;red;63;102;medium;bar
21-05-2022;77;66;4;16;39;4;9;;34;white;47;94;medium;bar
21-05-2022;69;74;3;23;54;7;16;;345;red;63;115;medium;restaurant
21-05-2022;66;96;0;18;82;5;16;9936;35;red;44;119;medium;bar
23-05-2022;77;23;37;18;46;23;60;;341;white;71;121;medium;bar
23-05-2022;82;57;26;22;6;28;65;;33;white;43;101;medium;restaurant
23-05-2022;52;34;0;18;5;27;63;;368;white;79;14;medium;restaurant
24-05-2022;89;28;45;17;67;7;12;;325;red;55;123;high;bar
24-05-2022;83;26;37;14;76;8;23;;326;white;7;96;medium;restaurant
24-05-2022;72;6;4;25;76;18;88;;353;red;55;95;medium;bar
24-05-2022;7;745;12;18;114;15;64;;322;white;59;95;medium;restaurant
25-05-2022;59;61;8;21;71;16;24;99376;356;white;77;111;medium;restaurant
25-05-2022;5;74;0;12;41;16;46;;401;white;59;125;medium;restaurant
25-05-2022;115;45;5;3;78;19;47;;326;white;111;11;medium;restaurant
25-05-2022;75;65;18;7;88;27;94;99915;338;white;77;94;medium;store
25-05-2022;81;825;24;21;84;5;13;;337;white;77;107;medium;restaurant
26-05-2022;77;96;2;2;47;15;60;;336;white;44;109;medium;store
26-05-2022;97;55;17;29;87;20;53;10004;314;red;61;94;medium;store
26-05-2022;85;28;35;17;61;6;15;;33;white;74;118;high;store
26-05-2022;79;51;25;29;77;21;45;;349;red;96;121;medium;bar
26-05-2022;72;49;24;22;7;5;36;;333;red;48;94;medium;restaurant
26-05-2022;77;705;1;26;84;9;26;;339;white;49;97;medium;store
26-05-2022;59;29;25;134;67;72;160;;333;white;54;103;medium;restaurant
27-05-2022;94;33;59;28;79;9;30;9976;312;white;54;12;medium;restaurant
27-05-2022;68;91;6;2;6;4;11;;353;white;64;109;low;restaurant
27-05-2022;101;31;44;23;8;22;46;;332;white;67;97;medium;bar
27-05-2022;91;785;0;26;93;11;28;9994;336;white;86;94;medium;store
27-05-2022;81;73;0;25;81;12;24;99798;338;red;46;96;low;store
27-05-2022;9;69;0;24;88;19;38;999;335;red;6;93;medium;restaurant
27-05-2022;67;58;8;18;97;15;65;;328;white;54;92;medium;restaurant
28-05-2022;7;57;0;2;19;12;45;;331;white;6;94;medium;store
28-05-2022;64;67;8;21;45;19;48;;349;white;49;114;medium;bar
28-05-2022;87;765;22;23;64;9;42;;31;red;55;94;medium;restaurant
28-05-2022;72;6;4;25;76;18;88;;353;red;55;95;medium;store
28-05-2022;85;34;4;47;55;3;9;;338;red;66;116;high;restaurant
01-06-2022;51;585;0;17;44;14;86;;356;white;94;129;high;restaurant
01-06-2022;64;57;12;23;12;25;36;;347;red;71;113;high;restaurant
01-06-2022;71;;49;18;39;8;18;;339;white;56;124;medium;store
01-06-2022;61;34;25;18;84;4;28;;336;red;44;101;medium;bar
01-06-2022;72;52;7;14;74;5;20;;332;white;81;96;medium;bar
01-06-2022;9;785;24;17;78;10;21;99692;329;red;67;10;medium;restaurant
01-06-2022;104;52;45;2;8;6;13;;322;red;76;114;medium;restaurant
02-06-2022;8;58;16;2;12;3;7;;322;red;58;112;medium;bar
02-06-2022;93;4;49;25;85;38;142;;322;white;55;94;medium;store
02-06-2022;96;77;12;29;82;30;74;;33;white;64;104;medium;restaurant
02-06-2022;83;54;28;19;77;11;40;;339;red;61;10;medium;bar
02-06-2022;92;53;24;26;78;28;139;99788;321;white;57;95;medium;bar
02-06-2022;82;28;4;24;52;4;10;;333;white;7;128;high;store
02-06-2022;79;5;33;2;84;15;143;;32;white;55;95;medium;restaurant
03-06-2022;83;56;22;24;82;10;86;;337;white;62;95;medium;store
03-06-2022;86;37;65;64;8;3;8;;327;white;58;11;medium;bar
03-06-2022;111;45;73;32;66;6;22;9986;317;white;66;112;medium;bar
03-06-2022;72;39;32;18;65;34;60;;346;white;78;99;medium;restaurant
03-06-2022;106;42;48;27;65;5;18;9972;321;white;87;113;medium;bar
04-06-2022;81;87;0;22;84;10;31;;325;white;5;98;medium;restaurant
04-06-2022;69;54;3;22;88;9;105;;325;red;118;105;medium;bar
04-06-2022;82;26;34;25;73;16;47;;34;white;78;113;high;restaurant
04-06-2022;99;53;57;24;93;30;52;;319;red;76;116;high;store
04-06-2022;84;665;61;2;112;13;95;;316;red;54;91;medium;restaurant
04-06-2022;8;;27;2;8;11;63;99652;329;red;48;98;low;store
04-06-2022;64;885;0;23;166;6;12;;356;white;51;108;medium;restaurant
05-06-2022;8;57;23;32;73;17;119;99675;326;white;57;93;medium;bar
05-06-2022;81;38;28;21;66;13;30;9968;323;white;73;97;high;store
05-06-2022;58;29;26;17;63;3;11;;339;red;54;135;medium;restaurant
05-06-2022;8;43;36;23;75;10;48;;334;white;46;94;medium;store
05-06-2022;88;47;49;29;85;17;110;;329;red;6;98;medium;bar
05-06-2022;128;615;66;58;83;7;42;;307;red;73;10;high;bar
05-06-2022;73;98;5;21;61;20;49;;331;red;55;97;low;restaurant
06-06-2022;83;26;42;2;8;11;27;;321;white;8;94;medium;store
06-06-2022;68;63;12;38;99;16;126;9969;328;white;61;95;medium;bar
06-06-2022;106;83;37;26;86;26;70;;316;red;52;99;medium;store
06-06-2022;119;39;69;28;95;17;35;9994;31;red;61;108;medium;store
07-06-2022;99;5;5;138;205;48;82;;316;red;75;88;medium;bar
07-06-2022;7;56;13;16;77;25;42;;334;red;59;92;medium;restaurant
07-06-2022;72;48;7;55;89;10;18;;337;red;68;112;high;restaurant
07-06-2022;8;6;22;21;8;25;105;;33;red;49;99;medium;bar
07-06-2022;77;965;1;21;112;11;22;;326;red;5;95;medium;bar
08-06-2022;7;22;3;18;65;16;20;;361;white;82;10;medium;restaurant
08-06-2022;82;28;6;3;104;10;22;;339;red;68;106;medium;store
08-06-2022;76;49;33;19;74;27;85;;341;white;58;9;medium;store
09-06-2022;107;35;53;26;7;5;16;;315;red;65;11;high;restaurant
09-06-2022;93;5;36;18;84;6;17;;327;white;77;108;medium;restaurant
09-06-2022;76;52;12;3;67;12;53;;336;white;57;91;medium;bar
09-06-2022;63;68;1;37;103;32;54;99586;351;white;66;113;medium;bar
10-06-2022;126;31;72;22;72;6;29;;288;white;82;98;high;store
10-06-2022;77;58;1;18;88;12;18;99568;332;white;56;105;high;restaurant
10-06-2022;73;48;32;21;62;31;54;99728;33;red;65;10;high;bar
10-06-2022;86;;11;23;84;12;31;9979;34;white;48;99;medium;bar
10-06-2022;12;28;49;19;74;10;21;;298;red;66;99;high;restaurant
11-06-2022;82;1;9;23;65;7;37;;332;white;55;9;medium;restaurant
11-06-2022;8;5;39;26;82;12;46;;343;white;62;107;medium;bar
11-06-2022;61;32;25;18;86;5;32;;336;red;44;101;medium;store
12-06-2022;71;69;8;21;63;42;52;;342;red;6;102;medium;store
12-06-2022;76;41;14;3;87;21;43;;332;white;57;105;medium;store
12-06-2022;77;57;21;15;69;4;9;;316;white;54;98;medium;store
12-06-2022;61;21;4;14;66;405;165;;325;white;59;119;medium;restaurant
12-06-2022;9;44;49;24;78;26;121;;323;red;58;92;medium;bar
12-06-2022;88;52;34;27;87;24;122;;326;white;61;95;medium;bar
13-06-2022;91;795;0;26;96;11;26;9994;335;red;83;94;medium;store
13-06-2022;68;;29;48;7;15;39;;353;red;54;111;medium;restaurant
13-06-2022;53;47;11;22;48;16;89;;354;white;88;136;high;store
13-06-2022;79;35;21;19;73;46;102;;327;red;58;95;medium;store
14-06-2022;66;52;4;22;69;8;15;9956;34;red;63;94;medium;store
14-06-2022;134;27;62;26;82;6;21;;316;white;67;97;medium;store
14-06-2022;117;45;63;22;73;7;23;;321;white;69;109;medium;store
14-06-2022;108;47;43;21;171;27;66;9982;317;white;76;108;medium;store
14-06-2022;72;695;13;2;76;12;20;;329;white;54;101;medium;store
14-06-2022;105;26;47;19;78;6;24;9976;318;white;104;109;high;store
15-06-2022;9;4;41;2;58;15;40;;322;red;6;122;medium;store
15-06-2022;119;43;66;31;109;10;23;;315;white;85;104;high;bar
15-06-2022;95;46;49;63;64;5;17;9988;321;white;73;11;medium;store
15-06-2022;123;39;63;23;91;6;18;;316;white;49;95;medium;restaurant
15-06-2022;88;6;29;22;98;5;15;;336;white;49;91;medium;bar
15-06-2022;102;67;39;19;54;6;17;;317;white;47;10;medium;bar
16-06-2022;61;705;1;28;81;13;28;;36;white;66;102;medium;bar
16-06-2022;76;43;29;21;75;19;66;;34;white;64;95;medium;store
16-06-2022;77;835;0;26;81;6;14;;33;red;52;93;medium;bar
16-06-2022;71;;3;22;53;36;127;9965;294;white;162;95;medium;restaurant
16-06-2022;69;56;3;15;86;36;46;99522;353;white;57;106;medium;bar
17-06-2022;71;69;4;21;68;19;27;;344;red;67;98;medium;store
17-06-2022;72;63;3;22;8;17;88;;353;white;58;98;medium;restaurant
17-06-2022;83;675;26;21;84;11;43;;331;red;53;92;low;store
17-06-2022;84;56;8;21;105;16;44;9958;313;red;52;11;medium;bar
17-06-2022;51;47;2;13;34;18;44;;39;red;62;128;medium;restaurant
18-06-2022;78;6;26;2;8;31;131;;321;white;52;99;medium;restaurant
18-06-2022;116;475;4;14;91;6;28;;307;white;65;100333000000000;medium;bar
18-06-2022;63;6;1;16;48;12;26;;355;red;51;121;medium;store
19-06-2022;6;51;0;21;64;40;54;;354;red;93;107;medium;restaurant
19-06-2022;7;69;8;18;97;22;89;;334;red;54;92;medium;restaurant
19-06-2022;74;7;0;19;76;11;34;;351;red;56;94;medium;store
19-06-2022;99;54;26;2;111;7;60;;294;red;98;102;medium;restaurant
19-06-2022;92;;2;3;81;15;115;;323;red;59;95;medium;restaurant
19-06-2022;113;37;5;18;9;20;47;99734;315;red;57;105;medium;restaurant
19-06-2022;10;31;47;26;85;14;33;;336;red;8;105;high;restaurant
19-06-2022;71;43;17;18;82;27;51;;349;red;64;104;medium;store
20-06-2022;75;705;24;18;36;15;63;9964;3;white;159;95;medium;store
20-06-2022;81;;44;15;42;6;12;;335;white;61;107;medium;restaurant
20-06-2022;81;66;22;22;69;9;23;;33;red;12;103;medium;restaurant
20-06-2022;74;6;26;73;7;36;121;;337;red;49;94;medium;bar
20-06-2022;108;45;33;25;99;20;38;99818;324;red;71;108;medium;store
21-06-2022;82;64;27;2;95;5;77;99747;313;red;62;91;medium;store
21-06-2022;82;56;23;34;78;14;104;;328;white;62;94;medium;bar
21-06-2022;85;49;11;23;84;9;67;;317;red;53;94;medium;store
21-06-2022;64;47;4;24;71;8;19;;356;white;73;106;medium;bar
